geoid,year,rho_H,rho_W,In,Out
17031062300,2021,0.0,0.0,0.0,2.0
17031062500,2021,0.0,0.0,0.0,1.0
17031062600,2021,0.0,0.0,0.0,2.0
17031062700,2021,0.0,0.0,0.0,2.0
17031062800,2021,0.0,0.0,0.0,2.0
17031062900,2021,0.0,0.0,0.0,10.0
17031063000,2021,0.0,0.0,0.0,5.0
17031063100,2021,0.0,0.0,0.0,1.0
17031063200,2021,0.0,0.0,0.0,7.0
17031063301,2021,0.0,0.0,0.0,3.0
17031063302,2021,0.0,0.0,0.0,7.0
17031063303,2021,0.0,0.0,0.0,2.0
17031063400,2021,0.0,0.0,0.0,4.0
17031070101,2021,0.0,0.0,0.0,8.0
17031070102,2021,0.0,0.0,0.0,3.0
17031070103,2021,0.0,0.0,0.0,1.0
17031070200,2021,0.0,0.0,0.0,5.0
17031070300,2021,0.0,0.0,0.0,11.0
17031070400,2021,0.0,0.0,0.0,6.0
17031070500,2021,0.0,0.0,0.0,1.0
17031070600,2021,0.0,0.0,0.0,3.0
17031070700,2021,0.0,0.0,0.0,4.0
17031071000,2021,0.0,0.0,0.0,6.0
17031071100,2021,0.0,0.0,0.0,3.0
17031071200,2021,0.0,0.0,0.0,7.0
17031071300,2021,0.0,0.0,0.0,6.0
17031071400,2021,0.0,0.0,0.0,2.0
17031071500,2021,0.0,0.0,0.0,11.0
17031071600,2021,0.0,0.0,0.0,2.0
17031071700,2021,0.0,0.0,0.0,5.0
17031071800,2021,0.0,0.0,0.0,4.0
17031080100,2021,0.0,0.0,0.0,9.0
17031080201,2021,0.0,0.0,0.0,3.0
17031080202,2021,0.0,0.0,0.0,5.0
17031080300,2021,0.0,0.0,0.0,7.0
17031080400,2021,0.0,0.0,0.0,4.0
17031081000,2021,0.0,0.0,0.0,10.0
17031081100,2021,0.0,0.0,0.0,7.0
17031081201,2021,0.0,0.0,0.0,7.0
17031081202,2021,0.0,0.0,0.0,3.0
17031081300,2021,0.0,0.0,0.0,5.0
17031081401,2021,0.0,0.0,0.0,1.0
17031081402,2021,0.0,0.0,0.0,10.0
17031081403,2021,0.0,0.0,0.0,7.0
17031081500,2021,0.0,0.0,0.0,9.0
17031081600,2021,0.0,0.0,0.0,6.0
17031081700,2021,0.0,0.0,0.0,8.0
17031081800,2021,0.0,0.0,0.0,19.0
17031081900,2021,0.0,0.0,0.0,2.0
17031090100,2021,0.0,0.0,0.0,7.0
17031090200,2021,0.0,0.0,0.0,3.0
17031090300,2021,0.0,0.0,0.0,1.0
17031100100,2021,0.0,0.0,0.0,6.0
17031100200,2021,0.0,0.0,0.0,4.0
17031100300,2021,0.0,0.0,0.0,3.0
17031100400,2021,0.0,0.0,0.0,3.0
17031100500,2021,0.0,0.0,0.0,2.0
17031100600,2021,0.0,0.0,0.0,4.0
17031100700,2021,0.0,0.0,0.0,5.0
17031110100,2021,0.0,0.0,0.0,6.0
17031110200,2021,0.0,0.0,0.0,3.0
17031110300,2021,0.0,0.0,0.0,5.0
17031110400,2021,0.0,0.0,0.0,6.0
17031110501,2021,0.0,0.0,0.0,1.0
17031110502,2021,0.0,0.0,0.0,1.0
17031120100,2021,0.0,0.0,0.0,4.0
17031120200,2021,0.0,0.0,0.0,2.0
17031120300,2021,0.0,0.0,0.0,4.0
17031120400,2021,0.0,0.0,0.0,1.0
17031130100,2021,0.0,0.0,0.0,3.0
17031130200,2021,0.0,0.0,0.0,2.0
17031130300,2021,0.0,0.0,0.0,3.0
17031140200,2021,0.0,0.0,0.0,2.0
17031140302,2021,0.0,0.0,0.0,5.0
17031140400,2021,0.0,0.0,0.0,3.0
17031140500,2021,0.0,0.0,0.0,2.0
17031140601,2021,0.0,0.0,0.0,1.0
17031140602,2021,0.0,0.0,0.0,2.0
17031140701,2021,0.0,0.0,0.0,4.0
17031140702,2021,0.0,0.0,0.0,3.0
17031140800,2021,0.0,0.0,0.0,2.0
17031150200,2021,0.0,0.0,0.0,6.0
17031150300,2021,0.0,0.0,0.0,4.0
17031150402,2021,0.0,0.0,0.0,1.0
17031150501,2021,0.0,0.0,0.0,2.0
17031150502,2021,0.0,0.0,0.0,3.0
17031150600,2021,0.0,0.0,0.0,3.0
17031150800,2021,0.0,0.0,0.0,6.0
17031151002,2021,0.0,0.0,0.0,2.0
17031151100,2021,0.0,0.0,0.0,4.0
17031151200,2021,0.0,0.0,0.0,4.0
17031160100,2021,0.0,0.0,0.0,1.0
17031160200,2021,0.0,0.0,0.0,2.0
17031160300,2021,0.0,0.0,0.0,5.0
17031160400,2021,0.0,0.0,0.0,2.0
17031160501,2021,0.0,0.0,0.0,1.0
17031160502,2021,0.0,0.0,0.0,3.0
17031160601,2021,0.0,0.0,0.0,2.0
17031160602,2021,0.0,0.0,0.0,2.0
17031160700,2021,0.0,0.0,0.0,4.0
17031160800,2021,0.0,0.0,0.0,4.0
17031160900,2021,0.0,0.0,0.0,1.0
17031161000,2021,0.0,0.0,0.0,1.0
17031161100,2021,0.0,0.0,0.0,2.0
17031161200,2021,0.0,0.0,0.0,2.0
17031170100,2021,0.0,0.0,0.0,3.0
17031170200,2021,0.0,0.0,0.0,2.0
17031170300,2021,0.0,0.0,0.0,2.0
17031170400,2021,0.0,0.0,0.0,3.0
17031170500,2021,0.0,0.0,0.0,4.0
17031170700,2021,0.0,0.0,0.0,1.0
17031170800,2021,0.0,0.0,0.0,5.0
17031171000,2021,0.0,0.0,0.0,1.0
17031171100,2021,0.0,0.0,0.0,1.0
17031180100,2021,0.0,0.0,0.0,4.0
17031190200,2021,0.0,0.0,0.0,4.0
17031190300,2021,0.0,0.0,0.0,4.0
17031190401,2021,0.0,0.0,0.0,1.0
17031190402,2021,0.0,0.0,0.0,3.0
17031190601,2021,0.0,0.0,0.0,1.0
17031190602,2021,0.0,0.0,0.0,1.0
17031190701,2021,0.0,0.0,0.0,1.0
17031190800,2021,0.0,0.0,0.0,3.0
17031190900,2021,0.0,0.0,0.0,1.0
17031191100,2021,0.0,0.0,0.0,3.0
17031191302,2021,0.0,0.0,0.0,3.0
17031200100,2021,0.0,0.0,0.0,1.0
17031200200,2021,0.0,0.0,0.0,2.0
17031200300,2021,0.0,0.0,0.0,1.0
17031200401,2021,0.0,0.0,0.0,1.0
17031200402,2021,0.0,0.0,0.0,3.0
17031210100,2021,0.0,0.0,0.0,1.0
17031210400,2021,0.0,0.0,0.0,3.0
17031210501,2021,0.0,0.0,0.0,3.0
17031210502,2021,0.0,0.0,0.0,2.0
17031210601,2021,0.0,0.0,0.0,2.0
17031210602,2021,0.0,0.0,0.0,2.0
17031210700,2021,0.0,0.0,0.0,2.0
17031210900,2021,0.0,0.0,0.0,1.0
17031220300,2021,0.0,0.0,0.0,6.0
17031220400,2021,0.0,0.0,0.0,5.0
17031220500,2021,0.0,0.0,0.0,2.0
17031220601,2021,0.0,0.0,0.0,2.0
17031220602,2021,0.0,0.0,0.0,5.0
17031220701,2021,0.0,0.0,0.0,2.0
17031220702,2021,0.0,0.0,0.0,4.0
17031220901,2021,0.0,0.0,0.0,1.0
17031220902,2021,0.0,0.0,0.0,6.0
17031221000,2021,0.0,0.0,0.0,2.0
17031221100,2021,0.0,0.0,0.0,4.0
17031221200,2021,0.0,0.0,0.0,2.0
17031221300,2021,0.0,0.0,0.0,5.0
17031221400,2021,0.0,0.0,0.0,4.0
17031221500,2021,0.0,0.0,0.0,3.0
17031221600,2021,0.0,0.0,0.0,4.0
17031222200,2021,0.0,0.0,0.0,4.0
17031222500,2021,0.0,0.0,0.0,1.0
17031222600,2021,0.0,0.0,0.0,2.0
17031222700,2021,0.0,0.0,0.0,1.0
17031222800,2021,0.0,0.0,0.0,1.0
17031222900,2021,0.0,0.0,0.0,1.0
17031230100,2021,0.0,0.0,0.0,2.0
17031230200,2021,0.0,0.0,0.0,2.0
17031230300,2021,0.0,0.0,0.0,1.0
17031230400,2021,0.0,0.0,0.0,1.0
17031230500,2021,0.0,0.0,0.0,2.0
17031230600,2021,0.0,0.0,0.0,2.0
17031230700,2021,0.0,0.0,0.0,3.0
17031230800,2021,0.0,0.0,0.0,3.0
17031230900,2021,0.0,0.0,0.0,5.0
17031231100,2021,0.0,0.0,0.0,2.0
17031231200,2021,0.0,0.0,0.0,3.0
17031231500,2021,0.0,0.0,0.0,1.0
17031240200,2021,0.0,0.0,0.0,1.0
17031240300,2021,0.0,0.0,0.0,1.0
17031240500,2021,0.0,0.0,0.0,1.0
17031240600,2021,0.0,0.0,0.0,3.0
17031240800,2021,0.0,0.0,0.0,1.0
17031241000,2021,0.0,0.0,0.0,1.0
17031241100,2021,0.0,0.0,0.0,3.0
17031241300,2021,0.0,0.0,0.0,1.0
17031241400,2021,0.0,0.0,0.0,7.0
17031241500,2021,0.0,0.0,0.0,2.0
17031241600,2021,0.0,0.0,0.0,3.0
17031242000,2021,0.0,0.0,0.0,4.0
17031242100,2021,0.0,0.0,0.0,4.0
17031242200,2021,0.0,0.0,0.0,5.0
17031242300,2021,0.0,0.0,0.0,6.0
17031242400,2021,0.0,0.0,0.0,4.0
17031242500,2021,0.0,0.0,0.0,3.0
17031242600,2021,0.0,0.0,0.0,8.0
17031242700,2021,0.0,0.0,0.0,1.0
17031242800,2021,0.0,0.0,0.0,2.0
17031242900,2021,0.0,0.0,0.0,1.0
17031243000,2021,0.0,0.0,0.0,5.0
17031243100,2021,0.0,0.0,0.0,2.0
17031243200,2021,0.0,0.0,0.0,3.0
17031243300,2021,0.0,0.0,0.0,2.0
17031243400,2021,0.0,0.0,0.0,2.0
17031243500,2021,0.0,0.0,0.0,7.0
17031250200,2021,0.0,0.0,0.0,1.0
17031250300,2021,0.0,0.0,0.0,3.0
17031250400,2021,0.0,0.0,0.0,2.0
17031250500,2021,0.0,0.0,0.0,12.0
17031250600,2021,0.0,0.0,0.0,1.0
17031250700,2021,0.0,0.0,0.0,1.0
17031250800,2021,0.0,0.0,0.0,1.0
17031251200,2021,0.0,0.0,0.0,4.0
17031251300,2021,0.0,0.0,0.0,2.0
17031251400,2021,0.0,0.0,0.0,5.0
17031251500,2021,0.0,0.0,0.0,2.0
17031251600,2021,0.0,0.0,0.0,1.0
17031251700,2021,0.0,0.0,0.0,1.0
17031251800,2021,0.0,0.0,0.0,2.0
17031251900,2021,0.0,0.0,0.0,2.0
17031252101,2021,0.0,0.0,0.0,1.0
17031252102,2021,0.0,0.0,0.0,3.0
17031252202,2021,0.0,0.0,0.0,1.0
17031260100,2021,0.0,0.0,0.0,1.0
17031260400,2021,0.0,0.0,0.0,2.0
17031260500,2021,0.0,0.0,0.0,2.0
17031260600,2021,0.0,0.0,0.0,2.0
17031260700,2021,0.0,0.0,0.0,1.0
17031260800,2021,0.0,0.0,0.0,4.0
17031270500,2021,0.0,0.0,0.0,1.0
17031271500,2021,0.0,0.0,0.0,2.0
17031271800,2021,0.0,0.0,0.0,1.0
17031280100,2021,0.0,0.0,0.0,11.0
17031280400,2021,0.0,0.0,0.0,1.0
17031280800,2021,0.0,0.0,0.0,3.0
17031280900,2021,0.0,0.0,0.0,2.0
17031281900,2021,0.0,0.0,0.0,6.0
17031282700,2021,0.0,0.0,0.0,1.0
17031282800,2021,0.0,0.0,0.0,1.0
17031283100,2021,0.0,0.0,0.0,1.0
17031283200,2021,0.0,0.0,0.0,2.0
17031283800,2021,0.0,0.0,0.0,1.0
17031290900,2021,0.0,0.0,0.0,6.0
17031291600,2021,0.0,0.0,0.0,1.0
17031292200,2021,0.0,0.0,0.0,1.0
17031292400,2021,0.0,0.0,0.0,3.0
17031292500,2021,0.0,0.0,0.0,1.0
17031300500,2021,0.0,0.0,0.0,2.0
17031300600,2021,0.0,0.0,0.0,1.0
17031300800,2021,0.0,0.0,0.0,2.0
17031300900,2021,0.0,0.0,0.0,1.0
17031301100,2021,0.0,0.0,0.0,1.0
17031301200,2021,0.0,0.0,0.0,1.0
17031301600,2021,0.0,0.0,0.0,3.0
17031301701,2021,0.0,0.0,0.0,1.0
17031301801,2021,0.0,0.0,0.0,2.0
17031301802,2021,0.0,0.0,0.0,1.0
17031301803,2021,0.0,0.0,0.0,2.0
17031310300,2021,0.0,0.0,0.0,1.0
17031310400,2021,0.0,0.0,0.0,1.0
17031310600,2021,0.0,0.0,0.0,4.0
17031310700,2021,0.0,0.0,0.0,3.0
17031310800,2021,0.0,0.0,0.0,1.0
17031310900,2021,0.0,0.0,0.0,1.0
17031320101,2021,0.0,0.0,0.0,11.0
17031320102,2021,0.0,0.0,0.0,4.0
17031320400,2021,0.0,0.0,0.0,5.0
17031320600,2021,0.0,0.0,0.0,9.0
17031330101,2021,0.0,0.0,0.0,5.0
17031330102,2021,0.0,0.0,0.0,11.0
17031330103,2021,0.0,0.0,0.0,14.0
17031330200,2021,0.0,0.0,0.0,3.0
17031340300,2021,0.0,0.0,0.0,1.0
17031340400,2021,0.0,0.0,0.0,4.0
17031340500,2021,0.0,0.0,0.0,1.0
17031350400,2021,0.0,0.0,0.0,1.0
17031351000,2021,0.0,0.0,0.0,4.0
17031351400,2021,0.0,0.0,0.0,2.0
17031360200,2021,0.0,0.0,0.0,1.0
17031380200,2021,0.0,0.0,0.0,1.0
17031380600,2021,0.0,0.0,0.0,2.0
17031381200,2021,0.0,0.0,0.0,1.0
17031381400,2021,0.0,0.0,0.0,1.0
17031381900,2021,0.0,0.0,0.0,2.0
17031390100,2021,0.0,0.0,0.0,2.0
17031390200,2021,0.0,0.0,0.0,1.0
17031390300,2021,0.0,0.0,0.0,3.0
17031390400,2021,0.0,0.0,0.0,1.0
17031390500,2021,0.0,0.0,0.0,1.0
17031390600,2021,0.0,0.0,0.0,1.0
17031390700,2021,0.0,0.0,0.0,4.0
17031400400,2021,0.0,0.0,0.0,1.0
17031400500,2021,0.0,0.0,0.0,3.0
17031400800,2021,0.0,0.0,0.0,1.0
17031410100,2021,0.0,0.0,0.0,3.0
17031410200,2021,0.0,0.0,0.0,1.0
17031410500,2021,0.0,0.0,0.0,2.0
17031410700,2021,0.0,0.0,0.0,2.0
17031410800,2021,0.0,0.0,0.0,4.0
17031410900,2021,0.0,0.0,0.0,2.0
17031411000,2021,0.0,0.0,0.0,3.0
17031411100,2021,0.0,0.0,0.0,7.0
17031411200,2021,0.0,0.0,0.0,2.0
17031420100,2021,0.0,0.0,0.0,1.0
17031420200,2021,0.0,0.0,0.0,1.0
17031420300,2021,0.0,0.0,0.0,9.0
17031420400,2021,0.0,0.0,0.0,1.0
17031420500,2021,0.0,0.0,0.0,1.0
17031420700,2021,0.0,0.0,0.0,1.0
17031420800,2021,0.0,0.0,0.0,1.0
17031421200,2021,0.0,0.0,0.0,2.0
17031430102,2021,0.0,0.0,0.0,4.0
17031430200,2021,0.0,0.0,0.0,2.0
17031430300,2021,0.0,0.0,0.0,1.0
17031430500,2021,0.0,0.0,0.0,2.0
17031430700,2021,0.0,0.0,0.0,1.0
17031431302,2021,0.0,0.0,0.0,4.0
17031431400,2021,0.0,0.0,0.0,5.0
17031440101,2021,0.0,0.0,0.0,1.0
17031440102,2021,0.0,0.0,0.0,2.0
17031440900,2021,0.0,0.0,0.0,1.0
17031450300,2021,0.0,0.0,0.0,1.0
17031460100,2021,0.0,0.0,0.0,1.0
17031460200,2021,0.0,0.0,0.0,1.0
17031460301,2021,0.0,0.0,0.0,2.0
17031460302,2021,0.0,0.0,0.0,1.0
17031460800,2021,0.0,0.0,0.0,2.0
17031470100,2021,0.0,0.0,0.0,1.0
17031480100,2021,0.0,0.0,0.0,1.0
17031480200,2021,0.0,0.0,0.0,1.0
17031480300,2021,0.0,0.0,0.0,2.0
17031480400,2021,0.0,0.0,0.0,1.0
17031480500,2021,0.0,0.0,0.0,2.0
17031490200,2021,0.0,0.0,0.0,1.0
17031490500,2021,0.0,0.0,0.0,1.0
17031490600,2021,0.0,0.0,0.0,1.0
17031490700,2021,0.0,0.0,0.0,2.0
17031490902,2021,0.0,0.0,0.0,3.0
17031491000,2021,0.0,0.0,0.0,1.0
17031491100,2021,0.0,0.0,0.0,3.0
17031491300,2021,0.0,0.0,0.0,1.0
17031491400,2021,0.0,0.0,0.0,1.0
17031500100,2021,0.0,0.0,0.0,2.0
17031500200,2021,0.0,0.0,0.0,1.0
17031500300,2021,0.0,0.0,0.0,3.0
17031510100,2021,0.0,0.0,0.0,3.0
17031510200,2021,0.0,0.0,0.0,1.0
17031510300,2021,0.0,0.0,0.0,5.0
17031520100,2021,0.0,0.0,0.0,2.0
17031520200,2021,0.0,0.0,0.0,3.0
17031520300,2021,0.0,0.0,0.0,4.0
17031520400,2021,0.0,0.0,0.0,2.0
17031520500,2021,0.0,0.0,0.0,3.0
17031520600,2021,0.0,0.0,0.0,3.0
17031530100,2021,0.0,0.0,0.0,3.0
17031530200,2021,0.0,0.0,0.0,1.0
17031530300,2021,0.0,0.0,0.0,2.0
17031530501,2021,0.0,0.0,0.0,2.0
17031530600,2021,0.0,0.0,0.0,2.0
17031540102,2021,0.0,0.0,0.0,2.0
17031550100,2021,0.0,0.0,0.0,10.0
17031550200,2021,0.0,0.0,0.0,5.0
17031560100,2021,0.0,0.0,0.0,2.0
17031560300,2021,0.0,0.0,0.0,2.0
17031560400,2021,0.0,0.0,0.0,1.0
17031560700,2021,0.0,0.0,0.0,2.0
17031560800,2021,0.0,0.0,0.0,6.0
17031560900,2021,0.0,0.0,0.0,6.0
17031561000,2021,0.0,0.0,0.0,2.0
17031561100,2021,0.0,0.0,0.0,5.0
17031570200,2021,0.0,0.0,0.0,1.0
17031570300,2021,0.0,0.0,0.0,3.0
17031570400,2021,0.0,0.0,0.0,2.0
17031570500,2021,0.0,0.0,0.0,1.0
17031580100,2021,0.0,0.0,0.0,2.0
17031580200,2021,0.0,0.0,0.0,1.0
17031580300,2021,0.0,0.0,0.0,1.0
17031580400,2021,0.0,0.0,0.0,2.0
17031580502,2021,0.0,0.0,0.0,2.0
17031590600,2021,0.0,0.0,0.0,2.0
17031590700,2021,0.0,0.0,0.0,2.0
17031600400,2021,0.0,0.0,0.0,6.0
17031600600,2021,0.0,0.0,0.0,1.0
17031600700,2021,0.0,0.0,0.0,2.0
17031600900,2021,0.0,0.0,0.0,2.0
17031610300,2021,0.0,0.0,0.0,2.0
17031611200,2021,0.0,0.0,0.0,1.0
17031611400,2021,0.0,0.0,0.0,1.0
17031611500,2021,0.0,0.0,0.0,1.0
17031611700,2021,0.0,0.0,0.0,1.0
17031611800,2021,0.0,0.0,0.0,1.0
17031612000,2021,0.0,0.0,0.0,1.0
17031612100,2021,0.0,0.0,0.0,1.0
17031612200,2021,0.0,0.0,0.0,1.0
17031620100,2021,0.0,0.0,0.0,1.0
17031620200,2021,0.0,0.0,0.0,3.0
17031620300,2021,0.0,0.0,0.0,2.0
17031620400,2021,0.0,0.0,0.0,2.0
17031630300,2021,0.0,0.0,0.0,1.0
17031630400,2021,0.0,0.0,0.0,3.0
17031630500,2021,0.0,0.0,0.0,1.0
17031630600,2021,0.0,0.0,0.0,1.0
17031630800,2021,0.0,0.0,0.0,6.0
17031630900,2021,0.0,0.0,0.0,2.0
17031640300,2021,0.0,0.0,0.0,3.0
17031640400,2021,0.0,0.0,0.0,3.0
17031640500,2021,0.0,0.0,0.0,8.0
17031640600,2021,0.0,0.0,0.0,6.0
17031640700,2021,0.0,0.0,0.0,1.0
17031640800,2021,0.0,0.0,0.0,2.0
17031650100,2021,0.0,0.0,0.0,4.0
17031650200,2021,0.0,0.0,0.0,2.0
17031650301,2021,0.0,0.0,0.0,1.0
17031650500,2021,0.0,0.0,0.0,4.0
17031660302,2021,0.0,0.0,0.0,1.0
17031660600,2021,0.0,0.0,0.0,5.0
17031660800,2021,0.0,0.0,0.0,1.0
17031660900,2021,0.0,0.0,0.0,2.0
17031661000,2021,0.0,0.0,0.0,2.0
17031661100,2021,0.0,0.0,0.0,4.0
17031670200,2021,0.0,0.0,0.0,1.0
17031670300,2021,0.0,0.0,0.0,1.0
17031670400,2021,0.0,0.0,0.0,1.0
17031671300,2021,0.0,0.0,0.0,1.0
17031671400,2021,0.0,0.0,0.0,1.0
17031671800,2021,0.0,0.0,0.0,1.0
17031672000,2021,0.0,0.0,0.0,3.0
17031680500,2021,0.0,0.0,0.0,1.0
17031681200,2021,0.0,0.0,0.0,1.0
17031681300,2021,0.0,0.0,0.0,1.0
17031681400,2021,0.0,0.0,0.0,3.0
17031690300,2021,0.0,0.0,0.0,1.0
17031690400,2021,0.0,0.0,0.0,1.0
17031690900,2021,0.0,0.0,0.0,3.0
17031691100,2021,0.0,0.0,0.0,2.0
17031691200,2021,0.0,0.0,0.0,1.0
17031700100,2021,0.0,0.0,0.0,1.0
17031700301,2021,0.0,0.0,0.0,4.0
17031700302,2021,0.0,0.0,0.0,7.0
17031700401,2021,0.0,0.0,0.0,3.0
17031700402,2021,0.0,0.0,0.0,1.0
17031700501,2021,0.0,0.0,0.0,3.0
17031700502,2021,0.0,0.0,0.0,1.0
17031710200,2021,0.0,0.0,0.0,1.0
17031710400,2021,0.0,0.0,0.0,3.0
17031710500,2021,0.0,0.0,0.0,1.0
17031710600,2021,0.0,0.0,0.0,1.0
17031710700,2021,0.0,0.0,0.0,1.0
17031710800,2021,0.0,0.0,0.0,1.0
17031710900,2021,0.0,0.0,0.0,1.0
17031711000,2021,0.0,0.0,0.0,2.0
17031711100,2021,0.0,0.0,0.0,1.0
17031711200,2021,0.0,0.0,0.0,3.0
17031720100,2021,0.0,0.0,0.0,1.0
17031720200,2021,0.0,0.0,0.0,5.0
17031720300,2021,0.0,0.0,0.0,3.0
17031720400,2021,0.0,0.0,0.0,2.0
17031720500,2021,0.0,0.0,0.0,5.0
17031720600,2021,0.0,0.0,0.0,5.0
17031720700,2021,0.0,0.0,0.0,3.0
17031730201,2021,0.0,0.0,0.0,3.0
17031730202,2021,0.0,0.0,0.0,1.0
17031730300,2021,0.0,0.0,0.0,1.0
17031730400,2021,0.0,0.0,0.0,1.0
17031730600,2021,0.0,0.0,0.0,1.0
17031730700,2021,0.0,0.0,0.0,1.0
17031740100,2021,0.0,0.0,0.0,4.0
17031740200,2021,0.0,0.0,0.0,15.0
17031740300,2021,0.0,0.0,0.0,9.0
17031740400,2021,0.0,0.0,0.0,8.0
17031750100,2021,0.0,0.0,0.0,4.0
17031750200,2021,0.0,0.0,0.0,4.0
17031750300,2021,0.0,0.0,0.0,5.0
17031750400,2021,0.0,0.0,0.0,5.0
17031750500,2021,0.0,0.0,0.0,5.0
17031750600,2021,0.0,0.0,0.0,1.0
17031760801,2021,0.0,0.0,0.0,1.0
17031760802,2021,0.0,0.0,0.0,4.0
17031760803,2021,0.0,0.0,0.0,3.0
17031770201,2021,0.0,0.0,0.0,2.0
17031770202,2021,0.0,0.0,0.0,2.0
17031770300,2021,0.0,0.0,0.0,6.0
17031770400,2021,0.0,0.0,0.0,6.0
17031770500,2021,0.0,0.0,0.0,3.0
17031770601,2021,0.0,0.0,0.0,1.0
17031770602,2021,0.0,0.0,0.0,7.0
17031770700,2021,0.0,0.0,0.0,6.0
17031770800,2021,0.0,0.0,0.0,4.0
17031770901,2021,0.0,0.0,0.0,6.0
17031770902,2021,0.0,0.0,0.0,3.0
17031800100,2021,0.0,0.0,0.0,4.0
17031800200,2021,0.0,0.0,0.0,3.0
17031800300,2021,0.0,0.0,0.0,4.0
17031800400,2021,0.0,0.0,0.0,8.0
17031800500,2021,0.0,0.0,0.0,4.0
17031800600,2021,0.0,0.0,0.0,2.0
17031800700,2021,0.0,0.0,0.0,7.0
17031800800,2021,0.0,0.0,0.0,2.0
17031800900,2021,0.0,0.0,0.0,2.0
17031801000,2021,0.0,0.0,0.0,4.0
17031801100,2021,0.0,0.0,0.0,5.0
17031801200,2021,0.0,0.0,0.0,4.0
17031801300,2021,0.0,0.0,0.0,5.0
17031801400,2021,0.0,0.0,0.0,2.0
17031801500,2021,0.0,0.0,0.0,3.0
17031801601,2021,0.0,0.0,0.0,6.0
17031801603,2021,0.0,0.0,0.0,1.0
17031801605,2021,0.0,0.0,0.0,3.0
17031801606,2021,0.0,0.0,0.0,7.0
17031801607,2021,0.0,0.0,0.0,6.0
17031801608,2021,0.0,0.0,0.0,3.0
17031801701,2021,0.0,0.0,0.0,3.0
17031801702,2021,0.0,0.0,0.0,3.0
17031801800,2021,0.0,0.0,0.0,5.0
17031801901,2021,0.0,0.0,0.0,8.0
17031802002,2021,0.0,0.0,0.0,4.0
17031802003,2021,0.0,0.0,0.0,2.0
17031802004,2021,0.0,0.0,0.0,2.0
17031802100,2021,0.0,0.0,0.0,2.0
17031802200,2021,0.0,0.0,0.0,1.0
17031802300,2021,0.0,0.0,0.0,6.0
17031802402,2021,0.0,0.0,0.0,2.0
17031802403,2021,0.0,0.0,0.0,1.0
17031802404,2021,0.0,0.0,0.0,5.0
17031802503,2021,0.0,0.0,0.0,6.0
17031802504,2021,0.0,0.0,0.0,4.0
17031802505,2021,0.0,0.0,0.0,1.0
17031802506,2021,0.0,0.0,0.0,1.0
17031802605,2021,0.0,0.0,0.0,4.0
17031802607,2021,0.0,0.0,0.0,1.0
17031802608,2021,0.0,0.0,0.0,5.0
17031802609,2021,0.0,0.0,0.0,3.0
17031802701,2021,0.0,0.0,0.0,6.0
17031802702,2021,0.0,0.0,0.0,3.0
17031802801,2021,0.0,0.0,0.0,5.0
17031802802,2021,0.0,0.0,0.0,5.0
17031802900,2021,0.0,0.0,0.0,3.0
17031803005,2021,0.0,0.0,0.0,2.0
17031803007,2021,0.0,0.0,0.0,5.0
17031803008,2021,0.0,0.0,0.0,2.0
17031803010,2021,0.0,0.0,0.0,7.0
17031803012,2021,0.0,0.0,0.0,4.0
17031803013,2021,0.0,0.0,0.0,3.0
17031803014,2021,0.0,0.0,0.0,3.0
17031803015,2021,0.0,0.0,0.0,3.0
17031803017,2021,0.0,0.0,0.0,5.0
17031803100,2021,0.0,0.0,0.0,2.0
17031803200,2021,0.0,0.0,0.0,2.0
17031803300,2021,0.0,0.0,0.0,2.0
17031803400,2021,0.0,0.0,0.0,4.0
17031803500,2021,0.0,0.0,0.0,3.0
17031803603,2021,0.0,0.0,0.0,4.0
17031803604,2021,0.0,0.0,0.0,8.0
17031803605,2021,0.0,0.0,0.0,2.0
17031803607,2021,0.0,0.0,0.0,4.0
17031803608,2021,0.0,0.0,0.0,5.0
17031803611,2021,0.0,0.0,0.0,5.0
17031803612,2021,0.0,0.0,0.0,6.0
17031803613,2021,0.0,0.0,0.0,2.0
17031803614,2021,0.0,0.0,0.0,5.0
17031803615,2021,0.0,0.0,0.0,2.0
17031803616,2021,0.0,0.0,0.0,6.0
17031803701,2021,0.0,0.0,0.0,1.0
17031803702,2021,0.0,0.0,0.0,7.0
17031803800,2021,0.0,0.0,0.0,5.0
17031803901,2021,0.0,0.0,0.0,3.0
17031803902,2021,0.0,0.0,0.0,1.0
17031804000,2021,0.0,0.0,0.0,4.0
17031804102,2021,0.0,0.0,0.0,3.0
17031804104,2021,0.0,0.0,0.0,3.0
17031804105,2021,0.0,0.0,0.0,1.0
17031804106,2021,0.0,0.0,0.0,5.0
17031804108,2021,0.0,0.0,0.0,4.0
17031804109,2021,0.0,0.0,0.0,3.0
17031804202,2021,0.0,0.0,0.0,7.0
17031804204,2021,0.0,0.0,0.0,3.0
17031804305,2021,0.0,0.0,0.0,3.0
17031804308,2021,0.0,0.0,0.0,2.0
17031804309,2021,0.0,0.0,0.0,2.0
17031804312,2021,0.0,0.0,0.0,4.0
17031804313,2021,0.0,0.0,0.0,3.0
17031804314,2021,0.0,0.0,0.0,2.0
17031804315,2021,0.0,0.0,0.0,1.0
17031804316,2021,0.0,0.0,0.0,3.0
17031804403,2021,0.0,0.0,0.0,3.0
17031804404,2021,0.0,0.0,0.0,2.0
17031804405,2021,0.0,0.0,0.0,3.0
